"REF_DATE","GEO","DGUID","Building type","Construction type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019-01","Victoria, British Columbia","2016S0503935","House","New build","Index, 2017=100","373","units ","0","v1073542674","7.2.2","101.2","","","","1"
"2019-01","Victoria, British Columbia","2016S0503935","House","Resale","Index, 2017=100","373","units ","0","v1073542677","7.2.3","105.4","","","","1"
"2019-01","Victoria, British Columbia","2016S0503935","Condominium apartment","Total, construction type","Index, 2017=100","373","units ","0","v1073542672","7.3.1","111.4","","","","1"
"2019-01","Victoria, British Columbia","2016S0503935","Condominium apartment","New build","Index, 2017=100","373","units ","0","v1073542675","7.3.2","119.3","E","","","1"
"2019-01","Victoria, British Columbia","2016S0503935","Condominium apartment","Resale","Index, 2017=100","373","units ","0","v1073542678","7.3.3","107.5","","","","1"
"2019-04","Six census metropolitan area composite","","Total, building type","Total, construction type","Index, 2017=100","373","units ","0","v1073542616","1.1.1","104.0","","","","1"
"2019-04","Six census metropolitan area composite","","Total, building type","New build","Index, 2017=100","373","units ","0","v1073542619","1.1.2","103.5","","","","1"
"2019-04","Six census metropolitan area composite","","Total, building type","Resale","Index, 2017=100","373","units ","0","v1073542622","1.1.3","104.3","","","","1"
"2019-04","Six census metropolitan area composite","","House","Total, construction type","Index, 2017=100","373","units ","0","v1073542617","1.2.1","101.3","","","","1"
"2019-04","Six census metropolitan area composite","","House","New build","Index, 2017=100","373","units ","0","v1073542620","1.2.2","100.8","","","","1"
"2019-04","Six census metropolitan area composite","","House","Resale","Index, 2017=100","373","units ","0","v1073542623","1.2.3","101.4","","","","1"
"2019-04","Six census metropolitan area composite","","Condominium apartment","Total, construction type","Index, 2017=100","373","units ","0","v1073542618","1.3.1","111.6","","","","1"
"2019-04","Six census metropolitan area composite","","Condominium apartment","New build","Index, 2017=100","373","units ","0","v1073542621","1.3.2","108.3","","","","1"
"2019-04","Six census metropolitan area composite","","Condominium apartment","Resale","Index, 2017=100","373","units ","0","v1073542624","1.3.3","113.7","","","","1"
"2019-04","Montréal, Quebec","2016S0503462","Total, building type","Total, construction type","Index, 2017=100","373","units ","0","v1073542625","2.1.1","107.9","","","","1"
"2019-04","Montréal, Quebec","2016S0503462","Total, building type","New build","Index, 2017=100","373","units ","0","v1073542628","2.1.2","104.4","","","","1"
"2019-04","Montréal, Quebec","2016S0503462","Total, building type","Resale","Index, 2017=100","373","units ","0","v1073542631","2.1.3","109.4","","","","1"
"2019-04","Montréal, Quebec","2016S0503462","House","Total, construction type","Index, 2017=100","373","units ","0","v1073542626","2.2.1","108.3","","","","1"
"2019-04","Montréal, Quebec","2016S0503462","House","New build","Index, 2017=100","373","units ","0","v1073542629","2.2.2","104.5","","","","1"
"2019-04","Montréal, Quebec","2016S0503462","House","Resale","Index, 2017=100","373","units ","0","v1073542632","2.2.3","109.5","","","","1"
"2019-04","Montréal, Quebec","2016S0503462","Condominium apartment","Total, construction type","Index, 2017=100","373","units ","0","v1073542627","2.3.1","107.4","","","","1"
"2019-04","Montréal, Quebec","2016S0503462","Condominium apartment","New build","Index, 2017=100","373","units ","0","v1073542630","2.3.2","104.9","","","","1"
"2019-04","Montréal, Quebec","2016S0503462","Condominium apartment","Resale","Index, 2017=100","373","units ","0","v1073542633","2.3.3","109.1","","","","1"
"2019-04","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","Total, building type","Total, construction type","Index, 2017=100","373","units ","0","v1073542634","3.1.1","112.2","","","","1"
"2019-04","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","Total, building type","New build","Index, 2017=100","373","units ","0","v1073542637","3.1.2","110.1","","","","1"
"2019-04","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","Total, building type","Resale","Index, 2017=100","373","units ","0","v1073542640","3.1.3","113.1","","","","1"
"2019-04","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","House","Total, construction type","Index, 2017=100","373","units ","0","v1073542635","3.2.1","112.2","","","","1"
"2019-04","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","House","New build","Index, 2017=100","373","units ","0","v1073542638","3.2.2","109.2","","","","1"
"2019-04","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","House","Resale","Index, 2017=100","373","units ","0","v1073542641","3.2.3","113.5","","","","1"
"2019-04","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","Condominium apartment","Total, construction type","Index, 2017=100","373","units ","0","v1073542636","3.3.1","112.2","","","","1"
"2019-04","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","Condominium apartment","New build","Index, 2017=100","373","units ","0","v1073542639","3.3.2","117.0","E","","","1"
"2019-04","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","Condominium apartment","Resale","Index, 2017=100","373","units ","0","v1073542642","3.3.3","111.1","","","","1"
"2019-04","Toronto, Ontario","2016S0503535","Total, building type","Total, construction type","Index, 2017=100","373","units ","0","v1073542643","4.1.1","104.0","","","","1"
"2019-04","Toronto, Ontario","2016S0503535","Total, building type","New build","Index, 2017=100","373","units ","0","v1073542646","4.1.2","103.6","","","","1"
"2019-04","Toronto, Ontario","2016S0503535","Total, building type","Resale","Index, 2017=100","373","units ","0","v1073542649","4.1.3","104.3","","","","1"
"2019-04","Toronto, Ontario","2016S0503535","House","Total, construction type","Index, 2017=100","373","units ","0","v1073542644","4.2.1","99.8","","","","1"
"2019-04","Toronto, Ontario","2016S0503535","House","New build","Index, 2017=100","373","units ","0","v1073542647","4.2.2","99.1","","","","1"
"2019-04","Toronto, Ontario","2016S0503535","House","Resale","Index, 2017=100","373","units ","0","v1073542650","4.2.3","100.2","","","","1"
"2019-04","Toronto, Ontario","2016S0503535","Condominium apartment","Total, construction type","Index, 2017=100","373","units ","0","v1073542645","4.3.1","114.2","","","","1"
"2019-04","Toronto, Ontario","2016S0503535","Condominium apartment","New build","Index, 2017=100","373","units ","0","v1073542648","4.3.2","110.1","","","","1"
"2019-04","Toronto, Ontario","2016S0503535","Condominium apartment","Resale","Index, 2017=100","373","units ","0","v1073542651","4.3.3","117.2","","","","1"
"2019-04","Calgary, Alberta","2016S0503825","Total, building type","Total, construction type","Index, 2017=100","373","units ","0","v1073542652","5.1.1","96.3","","","","1"
"2019-04","Calgary, Alberta","2016S0503825","Total, building type","New build","Index, 2017=100","373","units ","0","v1073542655","5.1.2","95.4","","","","1"
"2019-04","Calgary, Alberta","2016S0503825","Total, building type","Resale","Index, 2017=100","373","units ","0","v1073542658","5.1.3","96.8","","","","1"
"2019-04","Calgary, Alberta","2016S0503825","House","Total, construction type","Index, 2017=100","373","units ","0","v1073542653","5.2.1","97.4","","","","1"
"2019-04","Calgary, Alberta","2016S0503825","House","New build","Index, 2017=100","373","units ","0","v1073542656","5.2.2","98.1","","","","1"
"2019-04","Calgary, Alberta","2016S0503825","House","Resale","Index, 2017=100","373","units ","0","v1073542659","5.2.3","97.1","","","","1"
"2019-04","Calgary, Alberta","2016S0503825","Condominium apartment","Total, construction type","Index, 2017=100","373","units ","0","v1073542654","5.3.1","86.1","","","","1"
"2019-04","Calgary, Alberta","2016S0503825","Condominium apartment","New build","Index, 2017=100","373","units ","0","v1073542657","5.3.2","83.6","","","","1"
"2019-04","Calgary, Alberta","2016S0503825","Condominium apartment","Resale","Index, 2017=100","373","units ","0","v1073542660","5.3.3","91.3","","","","1"
"2019-04","Vancouver, British Columbia","2016S0503933","Total, building type","Total, construction type","Index, 2017=100","373","units ","0","v1073542661","6.1.1","103.7","","","","1"
"2019-04","Vancouver, British Columbia","2016S0503933","Total, building type","New build","Index, 2017=100","373","units ","0","v1073542664","6.1.2","104.4","","","","1"
"2019-04","Vancouver, British Columbia","2016S0503933","Total, building type","Resale","Index, 2017=100","373","units ","0","v1073542667","6.1.3","103.4","","","","1"
"2019-04","Vancouver, British Columbia","2016S0503933","House","Total, construction type","Index, 2017=100","373","units ","0","v1073542662","6.2.1","101.4","","","","1"
"2019-04","Vancouver, British Columbia","2016S0503933","House","New build","Index, 2017=100","373","units ","0","v1073542665","6.2.2","102.7","","","","1"
"2019-04","Vancouver, British Columbia","2016S0503933","House","Resale","Index, 2017=100","373","units ","0","v1073542668","6.2.3","100.7","","","","1"
"2019-04","Vancouver, British Columbia","2016S0503933","Condominium apartment","Total, construction type","Index, 2017=100","373","units ","0","v1073542663","6.3.1","110.0","","","","1"
"2019-04","Vancouver, British Columbia","2016S0503933","Condominium apartment","New build","Index, 2017=100","373","units ","0","v1073542666","6.3.2","107.3","","","","1"
"2019-04","Vancouver, British Columbia","2016S0503933","Condominium apartment","Resale","Index, 2017=100","373","units ","0","v1073542669","6.3.3","111.4","","","","1"
"2019-04","Victoria, British Columbia","2016S0503935","Total, building type","Total, construction type","Index, 2017=100","373","units ","0","v1073542670","7.1.1","109.4","","","","1"
"2019-04","Victoria, British Columbia","2016S0503935","Total, building type","New build","Index, 2017=100","373","units ","0","v1073542673","7.1.2","109.6","","","","1"
"2019-04","Victoria, British Columbia","2016S0503935","Total, building type","Resale","Index, 2017=100","373","units ","0","v1073542676","7.1.3","109.3","","","","1"
"2019-04","Victoria, British Columbia","2016S0503935","House","Total, construction type","Index, 2017=100","373","units ","0","v1073542671","7.2.1","106.3","","","","1"
"2019-04","Victoria, British Columbia","2016S0503935","House","New build","Index, 2017=100","373","units ","0","v1073542674","7.2.2","100.0","","","","1"
"2019-04","Victoria, British Columbia","2016S0503935","House","Resale","Index, 2017=100","373","units ","0","v1073542677","7.2.3","108.1","","","","1"
"2019-04","Victoria, British Columbia","2016S0503935","Condominium apartment","Total, construction type","Index, 2017=100","373","units ","0","v1073542672","7.3.1","118.4","","","","1"
"2019-04","Victoria, British Columbia","2016S0503935","Condominium apartment","New build","Index, 2017=100","373","units ","0","v1073542675","7.3.2","129.0","E","","","1"
"2019-04","Victoria, British Columbia","2016S0503935","Condominium apartment","Resale","Index, 2017=100","373","units ","0","v1073542678","7.3.3","113.1","","","","1"
"2019-07","Six census metropolitan area composite","","Total, building type","Total, construction type","Index, 2017=100","373","units","0","v1073542616","1.1.1","104.2","","","","1"
"2019-07","Six census metropolitan area composite","","Total, building type","New build","Index, 2017=100","373","units","0","v1073542619","1.1.2","102.8","","","","1"
"2019-07","Six census metropolitan area composite","","Total, building type","Resale","Index, 2017=100","373","units","0","v1073542622","1.1.3","104.9","","","","1"
"2019-07","Six census metropolitan area composite","","House","Total, construction type","Index, 2017=100","373","units","0","v1073542617","1.2.1","101.6","","","","1"
"2019-07","Six census metropolitan area composite","","House","New build","Index, 2017=100","373","units","0","v1073542620","1.2.2","100.5","","","","1"
"2019-07","Six census metropolitan area composite","","House","Resale","Index, 2017=100","373","units","0","v1073542623","1.2.3","102.1","","","","1"
"2019-07","Six census metropolitan area composite","","Condominium apartment","Total, construction type","Index, 2017=100","373","units","0","v1073542618","1.3.1","111.3","","","","1"
"2019-07","Six census metropolitan area composite","","Condominium apartment","New build","Index, 2017=100","373","units","0","v1073542621","1.3.2","107.1","","","","1"
"2019-07","Six census metropolitan area composite","","Condominium apartment","Resale","Index, 2017=100","373","units","0","v1073542624","1.3.3","114.0","","","","1"
"2019-07","Montréal, Quebec","2016S0503462","Total, building type","Total, construction type","Index, 2017=100","373","units","0","v1073542625","2.1.1","111.8","","","","1"
"2019-07","Montréal, Quebec","2016S0503462","Total, building type","New build","Index, 2017=100","373","units","0","v1073542628","2.1.2","107.4","","","","1"
"2019-07","Montréal, Quebec","2016S0503462","Total, building type","Resale","Index, 2017=100","373","units","0","v1073542631","2.1.3","113.6","","","","1"
"2019-07","Montréal, Quebec","2016S0503462","House","Total, construction type","Index, 2017=100","373","units","0","v1073542626","2.2.1","112.7","","","","1"
"2019-07","Montréal, Quebec","2016S0503462","House","New build","Index, 2017=100","373","units","0","v1073542629","2.2.2","107.5","","","","1"
"2019-07","Montréal, Quebec","2016S0503462","House","Resale","Index, 2017=100","373","units","0","v1073542632","2.2.3","114.3","","","","1"
"2019-07","Montréal, Quebec","2016S0503462","Condominium apartment","Total, construction type","Index, 2017=100","373","units","0","v1073542627","2.3.1","110.6","","","","1"
"2019-07","Montréal, Quebec","2016S0503462","Condominium apartment","New build","Index, 2017=100","373","units","0","v1073542630","2.3.2","108.0","","","","1"
"2019-07","Montréal, Quebec","2016S0503462","Condominium apartment","Resale","Index, 2017=100","373","units","0","v1073542633","2.3.3","112.4","","","","1"
"2019-07","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","Total, building type","Total, construction type","Index, 2017=100","373","units","0","v1073542634","3.1.1","115.7","","","","1"
"2019-07","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","Total, building type","New build","Index, 2017=100","373","units","0","v1073542637","3.1.2","112.7","","","","1"
"2019-07","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","Total, building type","Resale","Index, 2017=100","373","units","0","v1073542640","3.1.3","116.9","","","","1"
"2019-07","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","House","Total, construction type","Index, 2017=100","373","units","0","v1073542635","3.2.1","115.7","","","","1"
"2019-07","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","House","New build","Index, 2017=100","373","units","0","v1073542638","3.2.2","111.6","","","","1"
"2019-07","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","House","Resale","Index, 2017=100","373","units","0","v1073542641","3.2.3","117.4","","","","1"
"2019-07","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","Condominium apartment","Total, construction type","Index, 2017=100","373","units","0","v1073542636","3.3.1","115.5","","","","1"
"2019-07","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","Condominium apartment","New build","Index, 2017=100","373","units","0","v1073542639","3.3.2","120.6","E","","","1"
"2019-07","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","Condominium apartment","Resale","Index, 2017=100","373","units","0","v1073542642","3.3.3","114.3","","","","1"
"2019-07","Toronto, Ontario","2016S0503535","Total, building type","Total, construction type","Index, 2017=100","373","units","0","v1073542643","4.1.1","104.7","","","","1"
"2019-07","Toronto, Ontario","2016S0503535","Total, building type","New build","Index, 2017=100","373","units","0","v1073542646","4.1.2","102.5","","","","1"
"2019-07","Toronto, Ontario","2016S0503535","Total, building type","Resale","Index, 2017=100","373","units","0","v1073542649","4.1.3","105.8","","","","1"
"2019-07","Toronto, Ontario","2016S0503535","House","Total, construction type","Index, 2017=100","373","units","0","v1073542644","4.2.1","100.8","","","","1"
"2019-07","Toronto, Ontario","2016S0503535","House","New build","Index, 2017=100","373","units","0","v1073542647","4.2.2","98.6","","","","1"
"2019-07","Toronto, Ontario","2016S0503535","House","Resale","Index, 2017=100","373","units","0","v1073542650","4.2.3","101.7","","","","1"
"2019-07","Toronto, Ontario","2016S0503535","Condominium apartment","Total, construction type","Index, 2017=100","373","units","0","v1073542645","4.3.1","114.1","","","","1"
"2019-07","Toronto, Ontario","2016S0503535","Condominium apartment","New build","Index, 2017=100","373","units","0","v1073542648","4.3.2","108.3","","","","1"
"2019-07","Toronto, Ontario","2016S0503535","Condominium apartment","Resale","Index, 2017=100","373","units","0","v1073542651","4.3.3","118.5","","","","1"
"2019-07","Calgary, Alberta","2016S0503825","Total, building type","Total, construction type","Index, 2017=100","373","units","0","v1073542652","5.1.1","96.3","","","","1"
"2019-07","Calgary, Alberta","2016S0503825","Total, building type","New build","Index, 2017=100","373","units","0","v1073542655","5.1.2","94.5","","","","1"
"2019-07","Calgary, Alberta","2016S0503825","Total, building type","Resale","Index, 2017=100","373","units","0","v1073542658","5.1.3","97.2","","","","1"
"2019-07","Calgary, Alberta","2016S0503825","House","Total, construction type","Index, 2017=100","373","units","0","v1073542653","5.2.1","97.4","","","","1"
"2019-07","Calgary, Alberta","2016S0503825","House","New build","Index, 2017=100","373","units","0","v1073542656","5.2.2","97.3","","","","1"
"2019-07","Calgary, Alberta","2016S0503825","House","Resale","Index, 2017=100","373","units","0","v1073542659","5.2.3","97.4","","","","1"
"2019-07","Calgary, Alberta","2016S0503825","Condominium apartment","Total, construction type","Index, 2017=100","373","units","0","v1073542654","5.3.1","85.7","","","","1"
"2019-07","Calgary, Alberta","2016S0503825","Condominium apartment","New build","Index, 2017=100","373","units","0","v1073542657","5.3.2","82.3","","","","1"
"2019-07","Calgary, Alberta","2016S0503825","Condominium apartment","Resale","Index, 2017=100","373","units","0","v1073542660","5.3.3","93.1","","","","1"
"2019-07","Vancouver, British Columbia","2016S0503933","Total, building type","Total, construction type","Index, 2017=100","373","units","0","v1073542661","6.1.1","101.9","","","","1"
"2019-07","Vancouver, British Columbia","2016S0503933","Total, building type","New build","Index, 2017=100","373","units","0","v1073542664","6.1.2","103.2","","","","1"
"2019-07","Vancouver, British Columbia","2016S0503933","Total, building type","Resale","Index, 2017=100","373","units","0","v1073542667","6.1.3","101.2","","","","1"
"2019-07","Vancouver, British Columbia","2016S0503933","House","Total, construction type","Index, 2017=100","373","units","0","v1073542662","6.2.1","99.7","","","","1"
"2019-07","Vancouver, British Columbia","2016S0503933","House","New build","Index, 2017=100","373","units","0","v1073542665","6.2.2","101.9","","","","1"
"2019-07","Vancouver, British Columbia","2016S0503933","House","Resale","Index, 2017=100","373","units","0","v1073542668","6.2.3","98.6","","","","1"
"2019-07","Vancouver, British Columbia","2016S0503933","Condominium apartment","Total, construction type","Index, 2017=100","373","units","0","v1073542663","6.3.1","107.7","","","","1"
"2019-07","Vancouver, British Columbia","2016S0503933","Condominium apartment","New build","Index, 2017=100","373","units","0","v1073542666","6.3.2","105.1","","","","1"
"2019-07","Vancouver, British Columbia","2016S0503933","Condominium apartment","Resale","Index, 2017=100","373","units","0","v1073542669","6.3.3","109.0","","","","1"
"2019-07","Victoria, British Columbia","2016S0503935","Total, building type","Total, construction type","Index, 2017=100","373","units","0","v1073542670","7.1.1","108.6","","","","1"
"2019-07","Victoria, British Columbia","2016S0503935","Total, building type","New build","Index, 2017=100","373","units","0","v1073542673","7.1.2","109.2","","","","1"
"2019-07","Victoria, British Columbia","2016S0503935","Total, building type","Resale","Index, 2017=100","373","units","0","v1073542676","7.1.3","108.2","","","","1"
"2019-07","Victoria, British Columbia","2016S0503935","House","Total, construction type","Index, 2017=100","373","units","0","v1073542671","7.2.1","105.2","","","","1"
"2019-07","Victoria, British Columbia","2016S0503935","House","New build","Index, 2017=100","373","units","0","v1073542674","7.2.2","99.8","","","","1"
"2019-07","Victoria, British Columbia","2016S0503935","House","Resale","Index, 2017=100","373","units","0","v1073542677","7.2.3","106.8","","","","1"
"2019-07","Victoria, British Columbia","2016S0503935","Condominium apartment","Total, construction type","Index, 2017=100","373","units","0","v1073542672","7.3.1","117.9","","","","1"
"2019-07","Victoria, British Columbia","2016S0503935","Condominium apartment","New build","Index, 2017=100","373","units","0","v1073542675","7.3.2","128.2","E","","","1"
"2019-07","Victoria, British Columbia","2016S0503935","Condominium apartment","Resale","Index, 2017=100","373","units","0","v1073542678","7.3.3","112.7","","","","1"
"2019-10","Six census metropolitan area composite","","Total, building type","Total, construction type","Index, 2017=100","373","units","0","v1073542616","1.1.1","105.3","","","","1"
"2019-10","Six census metropolitan area composite","","Total, building type","New build","Index, 2017=100","373","units","0","v1073542619","1.1.2","104.5","","","","1"
"2019-10","Six census metropolitan area composite","","Total, building type","Resale","Index, 2017=100","373","units","0","v1073542622","1.1.3","105.7","","","","1"
"2019-10","Six census metropolitan area composite","","House","Total, construction type","Index, 2017=100","373","units","0","v1073542617","1.2.1","102.1","","","","1"
"2019-10","Six census metropolitan area composite","","House","New build","Index, 2017=100","373","units","0","v1073542620","1.2.2","100.6","","","","1"
"2019-10","Six census metropolitan area composite","","House","Resale","Index, 2017=100","373","units","0","v1073542623","1.2.3","102.7","","","","1"
"2019-10","Six census metropolitan area composite","","Condominium apartment","Total, construction type","Index, 2017=100","373","units","0","v1073542618","1.3.1","114.1","","","","1"
"2019-10","Six census metropolitan area composite","","Condominium apartment","New build","Index, 2017=100","373","units","0","v1073542621","1.3.2","111.7","","","","1"
"2019-10","Six census metropolitan area composite","","Condominium apartment","Resale","Index, 2017=100","373","units","0","v1073542624","1.3.3","115.6","","","","1"
"2019-10","Montréal, Quebec","2016S0503462","Total, building type","Total, construction type","Index, 2017=100","373","units","0","v1073542625","2.1.1","112.8","","","","1"
"2019-10","Montréal, Quebec","2016S0503462","Total, building type","New build","Index, 2017=100","373","units","0","v1073542628","2.1.2","109.3","","","","1"
"2019-10","Montréal, Quebec","2016S0503462","Total, building type","Resale","Index, 2017=100","373","units","0","v1073542631","2.1.3","114.3","","","","1"
"2019-10","Montréal, Quebec","2016S0503462","House","Total, construction type","Index, 2017=100","373","units","0","v1073542626","2.2.1","113.3","","","","1"
"2019-10","Montréal, Quebec","2016S0503462","House","New build","Index, 2017=100","373","units","0","v1073542629","2.2.2","110.2","","","","1"
"2019-10","Montréal, Quebec","2016S0503462","House","Resale","Index, 2017=100","373","units","0","v1073542632","2.2.3","114.3","","","","1"
"2019-10","Montréal, Quebec","2016S0503462","Condominium apartment","Total, construction type","Index, 2017=100","373","units","0","v1073542627","2.3.1","112.2","","","","1"
"2019-10","Montréal, Quebec","2016S0503462","Condominium apartment","New build","Index, 2017=100","373","units","0","v1073542630","2.3.2","109.2","","","","1"
"2019-10","Montréal, Quebec","2016S0503462","Condominium apartment","Resale","Index, 2017=100","373","units","0","v1073542633","2.3.3","114.2","","","","1"
"2019-10","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","Total, building type","Total, construction type","Index, 2017=100","373","units","0","v1073542634","3.1.1","118.4","","","","1"
"2019-10","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","Total, building type","New build","Index, 2017=100","373","units","0","v1073542637","3.1.2","115.7","","","","1"
"2019-10","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","Total, building type","Resale","Index, 2017=100","373","units","0","v1073542640","3.1.3","119.5","","","","1"
"2019-10","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","House","Total, construction type","Index, 2017=100","373","units","0","v1073542635","3.2.1","118.2","","","","1"
"2019-10","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","House","New build","Index, 2017=100","373","units","0","v1073542638","3.2.2","114.5","","","","1"
"2019-10","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","House","Resale","Index, 2017=100","373","units","0","v1073542641","3.2.3","119.8","","","","1"
"2019-10","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","Condominium apartment","Total, construction type","Index, 2017=100","373","units","0","v1073542636","3.3.1","119.4","","","","1"
"2019-10","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","Condominium apartment","New build","Index, 2017=100","373","units","0","v1073542639","3.3.2","124.6","E","","","1"
"2019-10","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2016S050535505","Condominium apartment","Resale","Index, 2017=100","373","units","0","v1073542642","3.3.3","118.2","","","","1"
"2019-10","Toronto, Ontario","2016S0503535","Total, building type","Total, construction type","Index, 2017=100","373","units","0","v1073542643","4.1.1","106.5","","","","1"
"2019-10","Toronto, Ontario","2016S0503535","Total, building type","New build","Index, 2017=100","373","units","0","v1073542646","4.1.2","106.1","","","","1"
"2019-10","Toronto, Ontario","2016S0503535","Total, building type","Resale","Index, 2017=100","373","units","0","v1073542649","4.1.3","106.8","","","","1"
"2019-10","Toronto, Ontario","2016S0503535","House","Total, construction type","Index, 2017=100","373","units","0","v1073542644","4.2.1","101.4","","","","1"
"2019-10","Toronto, Ontario","2016S0503535","House","New build","Index, 2017=100","373","units","0","v1073542647","4.2.2","98.8","","","","1"
"2019-10","Toronto, Ontario","2016S0503535","House","Resale","Index, 2017=100","373","units","0","v1073542650","4.2.3","102.4","","","","1"
"2019-10","Toronto, Ontario","2016S0503535","Condominium apartment","Total, construction type","Index, 2017=100","373","units","0","v1073542645","4.3.1","118.9","","","","1"
"2019-10","Toronto, Ontario","2016S0503535","Condominium apartment","New build","Index, 2017=100","373","units","0","v1073542648","4.3.2","116.8","","","","1"
"2019-10","Toronto, Ontario","2016S0503535","Condominium apartment","Resale","Index, 2017=100","373","units","0","v1073542651","4.3.3","120.3","","","","1"
"2019-10","Calgary, Alberta","2016S0503825","Total, building type","Total, construction type","Index, 2017=100","373","units","0","v1073542652","5.1.1","96.0","","","","1"
"2019-10","Calgary, Alberta","2016S0503825","Total, building type","New build","Index, 2017=100","373","units","0","v1073542655","5.1.2","93.7","","","","1"
"2019-10","Calgary, Alberta","2016S0503825","Total, building type","Resale","Index, 2017=100","373","units","0","v1073542658","5.1.3","97.1","","","","1"
"2019-10","Calgary, Alberta","2016S0503825","House","Total, construction type","Index, 2017=100","373","units","0","v1073542653","5.2.1","97.3","","","","1"
"2019-10","Calgary, Alberta","2016S0503825","House","New build","Index, 2017=100","373","units","0","v1073542656","5.2.2","97.1","","","","1"
"2019-10","Calgary, Alberta","2016S0503825","House","Resale","Index, 2017=100","373","units","0","v1073542659","5.2.3","97.3","","","","1"
"2019-10","Calgary, Alberta","2016S0503825","Condominium apartment","Total, construction type","Index, 2017=100","373","units","0","v1073542654","5.3.1","83.3","","","","1"
"2019-10","Calgary, Alberta","2016S0503825","Condominium apartment","New build","Index, 2017=100","373","units","0","v1073542657","5.3.2","79.1","","","","1"
"2019-10","Calgary, Alberta","2016S0503825","Condominium apartment","Resale","Index, 2017=100","373","units","0","v1073542660","5.3.3","92.3","","","","1"
"2019-10","Vancouver, British Columbia","2016S0503933","Total, building type","Total, construction type","Index, 2017=100","373","units","0","v1073542661","6.1.1","102.1","","","","1"
"2019-10","Vancouver, British Columbia","2016S0503933","Total, building type","New build","Index, 2017=100","373","units","0","v1073542664","6.1.2","102.3","","","","1"
"2019-10","Vancouver, British Columbia","2016S0503933","Total, building type","Resale","Index, 2017=100","373","units","0","v1073542667","6.1.3","101.9","","","","1"
"2019-10","Vancouver, British Columbia","2016S0503933","House","Total, construction type","Index, 2017=100","373","units","0","v1073542662","6.2.1","99.8","","","","1"
"2019-10","Vancouver, British Columbia","2016S0503933","House","New build","Index, 2017=100","373","units","0","v1073542665","6.2.2","101.0","","","","1"
"2019-10","Vancouver, British Columbia","2016S0503933","House","Resale","Index, 2017=100","373","units","0","v1073542668","6.2.3","99.1","","","","1"
"2019-10","Vancouver, British Columbia","2016S0503933","Condominium apartment","Total, construction type","Index, 2017=100","373","units","0","v1073542663","6.3.1","108.1","","","","1"
"2019-10","Vancouver, British Columbia","2016S0503933","Condominium apartment","New build","Index, 2017=100","373","units","0","v1073542666","6.3.2","104.4","","","","1"
"2019-10","Vancouver, British Columbia","2016S0503933","Condominium apartment","Resale","Index, 2017=100","373","units","0","v1073542669","6.3.3","110.0","","","","1"
"2019-10","Victoria, British Columbia","2016S0503935","Total, building type","Total, construction type","Index, 2017=100","373","units","0","v1073542670","7.1.1","111.0","","","","1"
"2019-10","Victoria, British Columbia","2016S0503935","Total, building type","New build","Index, 2017=100","373","units","0","v1073542673","7.1.2","111.9","","","","1"
"2019-10","Victoria, British Columbia","2016S0503935","Total, building type","Resale","Index, 2017=100","373","units","0","v1073542676","7.1.3","110.5","","","","1"
"2019-10","Victoria, British Columbia","2016S0503935","House","Total, construction type","Index, 2017=100","373","units","0","v1073542671","7.2.1","107.4","","","","1"
"2019-10","Victoria, British Columbia","2016S0503935","House","New build","Index, 2017=100","373","units","0","v1073542674","7.2.2","100.2","","","","1"
"2019-10","Victoria, British Columbia","2016S0503935","House","Resale","Index, 2017=100","373","units","0","v1073542677","7.2.3","109.6","","","","1"
